"Console","Type","Code","Bitmask","IsError","Name","Description"
"XOP,XOS,XOX","CPU","0x00ea","0x00FF",0,"TpIfBeforeRunApFromAllCore0s","Before the BSP calls out to run code on an AP"
"XOP,XOS,XOX","CPU","0x00eb","0x00FF",0,"TpIfAfterRunApFromAllCore0s","After the BSP calls out to run code on an AP"
"XOP,XOS,XOX","CPU","0x00ec","0x00FF",0,"TpIfBeforeAllocateS3SaveBuffer","Before the S3 save code calls out to allocate a buffer"
"XOP,XOS,XOX","CPU","0x00ed","0x00FF",0,"TpIfAfterAllocateS3SaveBuffer","After the S3 save code calls out to allocate a buffer"
"XOP,XOS,XOX","CPU","0x00ee","0x00FF",0,"TpIfBeforeAllocateMemoryS3SaveBuffer","Before the memory S3 save code calls out to allocate a buffer"
"XOP,XOS,XOX","CPU","0x00ef","0x00FF",0,"TpIfAfterAllocateMemoryS3SaveBuffer","After the memory S3 save code calls out to allocate a buffer"
"XOP,XOS,XOX","CPU","0x00f0","0x00FF",0,"TpIfBeforeLocateS3PciBuffer","Before the memory code calls out to locate a buffer"
"XOP,XOS,XOX","CPU","0x00f1","0x00FF",0,"TpIfAfterLocateS3PciBuffer","After the memory code calls out to locate a buffer"
"XOP,XOS,XOX","CPU","0x00f2","0x00FF",0,"TpIfBeforeLocateS3CPciBuffer","Before the memory code calls out to locate a buffer"
"XOP,XOS,XOX","CPU","0x00f3","0x00FF",0,"TpIfAfterLocateS3CPciBuffer","After the memory code calls out to locate a buffer"
"XOP,XOS,XOX","CPU","0x00f4","0x00FF",0,"TpIfBeforeLocateS3MsrBuffer","Before the memory code calls out to locate a buffer"
"XOP,XOS,XOX","CPU","0x00f5","0x00FF",0,"TpIfAfterLocateS3MsrBuffer","After the memory code calls out to locate a buffer"
"XOP,XOS,XOX","CPU","0x00f6","0x00FF",0,"TpIfBeforeLocateS3CMsrBuffer","Before the memory code calls out to locate a buffer"
"XOP,XOS,XOX","CPU","0x00f7","0x00FF",0,"TpIfAfterLocateS3CMsrBuffer","After the memory code calls out to locate a buffer"
"XOP,XOS,XOX","CPU","0x00f8","0x00FF",0,"TpPerfUnit","The Unit of performance measure."
"XOP,XOS,XOX","CPU","0x00ff","0x00FF",0,"SUCCESS","SUCCESS"
